Investment,Location,CompetitionLevel,TargetCustomers,MonthlyRent,MarketingBudget,BusinessOutcome
135791,Coimbatore,1,294,28021,39309,Medium
887163,Lucknow,7,230,27950,38206,Loss
696778,Delhi,7,337,5735,48917,Loss
935655,Bhopal,3,732,12531,27374,Profitable
418697,Indore,1,531,5148,36910,Profitable
156869,Mumbai,10,549,30356,18608,Loss
112347,Mumbai,9,281,33426,5437,Loss
305308,Pune,3,422,9523,22266,Loss
615167,Mumbai,1,85,43536,38467,Medium
616742,Indore,1,640,27294,11838,Profitable
239869,Delhi,6,302,16144,13677,Loss
632642,Ahmedabad,1,243,35623,4981,Medium
154844,Mumbai,7,790,27107,29504,Loss
433971,Delhi,4,284,15291,23031,Loss
266257,Delhi,8,770,28909,32733,Loss
969722,Bhopal,6,941,11237,44097,Profitable
328738,Ahmedabad,1,63,25475,5115,Loss
140285,Mumbai,4,903,37660,8274,Loss
291136,Visakhapatnam,5,850,20772,47697,Medium
437025,Delhi,2,911,12881,34662,Profitable
123045,Kolkata,1,583,7573,20111,Medium
716942,Indore,1,729,8181,13889,Profitable
172380,Ahmedabad,2,307,22370,4669,Loss
774996,Bangalore,6,946,7891,28149,Profitable
647776,Jaipur,1,150,27191,9167,Medium
357621,Visakhapatnam,10,362,46301,47227,Loss
782273,Indore,7,198,27973,20281,Loss
964908,Bangalore,5,406,18238,43316,Profitable
279953,Kolkata,5,875,26031,49204,Medium
933293,Pune,10,181,19487,19202,Loss
285830,Lucknow,2,686,23279,23755,Medium
879062,Indore,9,873,23549,42769,Medium
171154,Coimbatore,2,360,32346,20525,Loss
346262,Delhi,3,531,48204,35197,Medium
792721,Hyderabad,1,417,39997,8411,Profitable
333567,Hyderabad,3,474,18099,41576,Medium
676632,Pune,6,614,20771,16791,Loss
459522,Delhi,8,317,26419,12032,Loss
849013,Jaipur,6,637,44481,28520,Medium
514343,Lucknow,7,840,39760,34600,Loss
528232,Jaipur,1,703,17747,31685,Profitable
796318,Hyderabad,5,392,36930,47112,Medium
494053,Coimbatore,1,479,48505,31923,Medium
924167,Bangalore,10,735,18637,33835,Loss
180821,Bangalore,8,307,43933,39757,Loss
751268,Chennai,1,454,39352,26862,Profitable
789804,Chandigarh,9,741,21698,34179,Loss
836424,Chandigarh,3,200,47731,9744,Loss
254283,Pune,5,910,13661,33603,Medium
269960,Hyderabad,10,827,32758,16276,Loss
164647,Lucknow,1,774,41745,30412,Medium
646172,Mumbai,9,444,14104,47436,Loss
473199,Jaipur,3,728,44743,34764,Medium
238250,Visakhapatnam,5,237,42980,19556,Loss
683869,Bhopal,1,437,31651,14007,Profitable
908342,Delhi,6,984,19067,23388,Profitable
845778,Ahmedabad,5,777,23115,11913,Medium
281529,Mumbai,3,721,14597,6034,Medium
505631,Chennai,5,139,6120,38813,Loss
768179,Kolkata,6,740,15853,21608,Medium
409040,Pune,7,983,31987,3569,Loss
735148,Chandigarh,9,642,39058,27973,Loss
288937,Jaipur,9,522,20613,48459,Loss
786428,Jaipur,8,189,26266,26547,Loss
594814,Jaipur,5,182,24230,13305,Loss
595479,Hyderabad,9,398,36330,41550,Loss
770095,Bhopal,7,969,6549,2810,Medium
746926,Jaipur,1,890,34799,31388,Profitable
377576,Kolkata,9,601,14568,14837,Loss
616406,Kolkata,5,418,21151,3206,Loss
172642,Chennai,10,113,27840,10378,Loss
156910,Ahmedabad,9,956,8654,7068,Loss
714508,Kolkata,4,762,19333,31327,Profitable
475932,Pune,1,782,33857,10860,Profitable
359199,Ahmedabad,5,606,43562,43763,Loss
341476,Delhi,1,414,25825,24651,Medium
336784,Chandigarh,5,655,41264,24103,Loss
620913,Kolkata,9,98,49777,37138,Loss
449235,Coimbatore,2,978,20603,10418,Profitable
499352,Chandigarh,6,836,18030,28063,Medium
479279,Chennai,1,254,31275,38413,Medium
829593,Chandigarh,3,799,10823,47978,Profitable
598974,Delhi,3,289,34659,40944,Medium
671795,Bangalore,5,399,29919,38588,Medium
649022,Chandigarh,9,971,26616,27024,Loss
450139,Visakhapatnam,5,731,26323,30731,Medium
207072,Bhopal,10,432,28217,8015,Loss
745104,Visakhapatnam,9,338,31972,14903,Loss
891035,Bhopal,6,409,38093,9348,Loss
755783,Chandigarh,3,959,47187,41690,Profitable
974431,Bhopal,10,93,48873,32761,Loss
106442,Delhi,4,61,16179,37621,Loss
890378,Hyderabad,3,885,38768,9445,Profitable
523610,Kolkata,9,734,22919,46409,Loss
571505,Jaipur,9,622,25222,6550,Loss
279013,Ahmedabad,8,384,49607,31720,Loss
342463,Indore,9,123,39543,30802,Loss
978118,Bangalore,9,472,9745,40391,Loss
394791,Delhi,8,885,16516,25021,Loss
660769,Mumbai,2,370,20170,8018,Medium
578149,Bhopal,5,356,44775,7053,Loss
226486,Chandigarh,4,914,41018,46811,Medium
307264,Ahmedabad,2,343,13388,3013,Loss
676450,Delhi,6,125,46613,34721,Loss
269444,Indore,6,292,22124,40115,Loss
143262,Coimbatore,10,953,9104,19721,Loss
559254,Chennai,1,736,35246,18989,Profitable
319722,Bangalore,1,630,15229,21157,Profitable
948262,Bhopal,3,487,6096,43069,Profitable
568264,Bhopal,2,516,48599,28291,Medium
931327,Delhi,8,351,5284,42700,Loss
788151,Lucknow,7,407,33362,8252,Loss
445185,Mumbai,2,836,44682,38329,Profitable
418800,Bhopal,3,407,39225,44253,Medium
350297,Kolkata,1,407,27113,24011,Medium
428794,Indore,5,93,39806,9097,Loss
461607,Chandigarh,2,397,13154,5037,Medium
720391,Indore,2,848,43357,38588,Profitable
432345,Ahmedabad,2,462,46569,30383,Medium
914087,Indore,3,566,34015,19092,Profitable
962074,Lucknow,10,692,36182,24772,Loss
317751,Mumbai,1,386,37599,19783,Medium
665393,Pune,3,171,43519,41318,Medium
141851,Delhi,5,927,38422,22106,Loss
931119,Ahmedabad,5,802,36214,36635,Profitable
204320,Chennai,9,359,45820,24687,Loss
247271,Lucknow,10,342,34985,37652,Loss
294762,Kolkata,9,514,48486,42519,Loss
789778,Indore,10,535,27892,26616,Loss
409096,Ahmedabad,8,649,8155,31152,Loss
720716,Chennai,1,650,37218,10170,Profitable
133757,Chennai,4,56,33069,47752,Loss
309851,Jaipur,3,917,39825,17751,Medium
796384,Coimbatore,8,467,36800,14556,Loss
927613,Jaipur,1,84,14385,37429,Profitable
265959,Jaipur,3,730,23199,42843,Medium
345786,Bhopal,2,736,30207,35042,Profitable
919979,Lucknow,9,987,29824,27967,Medium
941531,Coimbatore,7,567,30687,27911,Medium
819692,Delhi,6,723,42495,6442,Loss
580511,Bangalore,5,555,16325,29086,Medium
423804,Chandigarh,5,963,12421,9680,Medium
769181,Kolkata,10,256,10843,7248,Loss
153273,Visakhapatnam,7,572,12650,41631,Loss
292907,Jaipur,2,557,48273,20970,Medium
885870,Chennai,4,554,44568,48225,Profitable
822070,Hyderabad,5,655,20179,18481,Medium
770567,Chennai,5,314,20114,13163,Loss
416825,Jaipur,2,443,27394,15941,Medium
403066,Mumbai,2,514,21081,4378,Medium
416006,Chennai,9,231,42927,31573,Loss
562431,Ahmedabad,1,995,45561,17452,Profitable
201798,Pune,9,488,26785,34947,Loss
507314,Chandigarh,8,760,47946,42170,Loss
274594,Hyderabad,8,768,38979,24182,Loss
635615,Visakhapatnam,3,595,15388,16597,Medium
718409,Hyderabad,1,630,15085,34151,Profitable
792606,Ahmedabad,5,148,41942,31349,Loss
739960,Hyderabad,10,884,43448,16456,Loss
373103,Kolkata,6,254,32006,10707,Loss
318366,Coimbatore,9,249,13577,32885,Loss
870756,Bhopal,1,391,21103,49558,Profitable
210866,Kolkata,8,719,32206,16254,Loss
928109,Chennai,7,565,22154,15529,Loss
873254,Chennai,2,843,30239,17103,Profitable
589836,Lucknow,10,701,21209,32072,Loss
898705,Mumbai,5,796,9527,49384,Profitable
360975,Visakhapatnam,7,937,32277,7208,Loss
565871,Indore,4,872,49976,24305,Medium
845478,Ahmedabad,3,631,19255,39173,Profitable
670040,Kolkata,4,888,11270,35096,Profitable
114480,Bangalore,9,445,7136,38423,Loss
674177,Delhi,4,139,45383,6045,Loss
736521,Kolkata,8,340,27135,44200,Loss
625010,Chandigarh,4,152,17930,41881,Medium
492158,Delhi,10,530,35133,3002,Loss
927733,Coimbatore,8,888,39366,15586,Medium
742933,Lucknow,3,391,42153,25746,Medium
105417,Kolkata,2,98,41027,26206,Loss
882153,Visakhapatnam,10,838,16808,20317,Loss
270775,Coimbatore,1,223,19656,30552,Medium
243844,Chennai,4,853,22706,26564,Medium
361901,Mumbai,4,855,30814,24726,Medium
276520,Delhi,1,633,7894,40090,Profitable
830198,Jaipur,10,771,49500,21674,Loss
540317,Bangalore,6,904,18327,5261,Medium
885460,Coimbatore,8,191,21208,18126,Loss
211843,Mumbai,10,75,38551,15917,Loss
559893,Indore,2,859,7345,47269,Profitable
305232,Coimbatore,2,139,18575,16804,Loss
938893,Bhopal,9,454,45338,36445,Loss
494237,Lucknow,8,900,8047,30411,Loss
851557,Visakhapatnam,7,700,27279,43673,Medium
636418,Bangalore,5,953,40540,43098,Profitable
423952,Chandigarh,6,346,24463,46748,Loss
698221,Jaipur,6,933,23167,43239,Profitable
803329,Pune,2,63,26225,13494,Medium
887405,Delhi,3,526,36419,8892,Medium
728176,Mumbai,10,865,34113,46266,Loss
772596,Pune,7,635,8586,7849,Loss
610099,Hyderabad,6,150,48761,22010,Loss
356456,Lucknow,1,558,38846,29019,Medium
978384,Ahmedabad,7,745,39863,29394,Medium
922767,Visakhapatnam,3,536,20466,3018,Profitable
712537,Chandigarh,9,102,41824,49522,Loss
575003,Kolkata,7,237,15372,38672,Loss
387767,Ahmedabad,10,107,21651,27774,Loss
200610,Chennai,1,451,9649,5108,Medium
681323,Hyderabad,4,649,46135,33402,Medium
882425,Ahmedabad,10,456,24456,8858,Loss
830196,Coimbatore,8,717,12807,42555,Medium
646999,Visakhapatnam,10,483,8340,27511,Loss
613903,Mumbai,1,122,7210,6571,Medium
703510,Delhi,8,572,42300,28925,Loss
896896,Mumbai,6,925,43685,49991,Profitable
863564,Lucknow,9,521,18283,20978,Loss
888704,Visakhapatnam,4,388,20666,25912,Medium
116768,Bhopal,1,900,26971,8696,Medium
397302,Chandigarh,6,944,15665,2816,Loss
443612,Pune,2,886,46826,40432,Profitable
474506,Kolkata,5,261,5521,23703,Loss
584312,Bangalore,5,801,8738,31561,Profitable
471331,Ahmedabad,3,683,34251,40297,Profitable
575773,Lucknow,8,416,23039,11499,Loss
767515,Coimbatore,4,787,29741,3029,Medium
604966,Delhi,2,334,35876,36224,Medium
816429,Kolkata,7,255,27499,6287,Loss
920432,Bhopal,10,177,34956,43695,Loss
200947,Delhi,5,573,7248,37576,Loss
494364,Delhi,10,741,34380,12208,Loss
658312,Chandigarh,7,90,20472,16664,Loss
789295,Lucknow,7,91,24154,42101,Loss
422209,Ahmedabad,8,545,47716,9992,Loss
426123,Pune,1,818,16646,9271,Profitable
961086,Ahmedabad,1,181,5429,2138,Profitable
581251,Pune,8,855,22139,20166,Loss
254040,Coimbatore,6,712,42042,11863,Loss
658000,Mumbai,1,221,21755,38948,Profitable
632263,Chennai,4,644,24692,13205,Medium
591971,Lucknow,1,392,24662,44738,Profitable
995331,Lucknow,8,709,39445,44684,Medium
482764,Indore,3,562,8965,6916,Medium
407274,Jaipur,6,901,21189,2491,Loss
305389,Kolkata,3,973,8184,22302,Profitable
352667,Chandigarh,6,98,23216,9699,Loss
622506,Pune,6,496,44188,7335,Loss
563870,Visakhapatnam,5,179,24525,45587,Loss
481211,Kolkata,7,339,41974,42689,Loss
357894,Bhopal,3,86,29063,15453,Loss
386707,Pune,6,70,46107,26237,Loss
774442,Mumbai,5,474,26216,23066,Medium
748312,Delhi,7,160,47936,41067,Loss
284475,Lucknow,1,858,10041,10641,Profitable
955946,Kolkata,4,638,31859,2248,Medium
192438,Visakhapatnam,10,227,41764,39267,Loss
143490,Hyderabad,8,237,36149,19385,Loss
960871,Kolkata,10,727,10982,7643,Loss
976789,Hyderabad,6,897,9370,49894,Profitable
813304,Bangalore,5,227,46458,22093,Loss
807254,Chennai,4,719,13379,38498,Profitable
939102,Coimbatore,5,137,12061,46482,Medium
485518,Ahmedabad,1,651,44518,42349,Profitable
650880,Visakhapatnam,2,371,12795,25267,Profitable
785600,Chandigarh,8,82,41986,38466,Loss
333233,Bangalore,8,865,25858,3833,Loss
271340,Jaipur,5,318,35046,4989,Loss
458745,Indore,6,714,6955,28337,Medium
118869,Bangalore,2,53,8602,31597,Loss
643319,Bhopal,4,768,47999,18751,Medium
894062,Lucknow,4,225,6931,35242,Medium
487406,Indore,1,748,38470,11802,Profitable
677457,Hyderabad,1,922,8271,37709,Profitable
183260,Indore,7,878,10088,24456,Loss
934631,Pune,1,788,23491,2584,Profitable
810212,Bhopal,4,407,31277,27084,Medium
318553,Jaipur,5,136,29736,12225,Loss
334954,Chandigarh,10,282,48530,45325,Loss
448170,Lucknow,7,897,48048,34391,Loss
771939,Kolkata,1,846,10950,6973,Profitable
621429,Kolkata,4,787,41146,15644,Medium
296753,Mumbai,2,183,47371,26248,Loss
575166,Hyderabad,6,987,37132,9073,Medium
884099,Mumbai,3,654,16009,37452,Profitable
827203,Chennai,1,358,46289,40387,Profitable
802989,Coimbatore,1,838,41496,36169,Profitable
287101,Bhopal,1,349,13414,35851,Medium
832363,Chennai,8,876,36956,26616,Medium
636635,Ahmedabad,9,511,30367,28597,Loss
674162,Bangalore,9,757,20222,38300,Loss
572499,Bhopal,2,610,42075,41407,Profitable
798557,Kolkata,3,464,22814,26202,Profitable
120946,Mumbai,5,263,32953,46394,Loss
488828,Bhopal,3,231,42378,11482,Loss
569049,Visakhapatnam,9,304,37801,29999,Loss
439499,Pune,7,942,46467,39845,Loss
974628,Indore,4,345,31686,37261,Profitable
757315,Delhi,2,56,10361,26073,Medium
879497,Lucknow,4,605,45531,37206,Profitable
529262,Mumbai,8,674,44197,41630,Loss
739834,Pune,3,117,44585,10928,Loss
409496,Bhopal,2,232,8178,38052,Medium
361403,Indore,6,753,27947,40190,Loss
531041,Coimbatore,4,246,22232,32836,Loss
369715,Lucknow,1,301,10778,7641,Medium
736100,Bhopal,8,140,6249,25016,Loss
572712,Lucknow,5,830,21624,7066,Medium
147363,Bhopal,6,343,31730,42795,Loss
728318,Bhopal,5,527,46057,6255,Loss
214926,Lucknow,5,691,35270,21058,Loss
275721,Chennai,2,901,30117,4897,Medium
793398,Visakhapatnam,4,697,13358,28352,Profitable
725335,Mumbai,4,64,8507,3351,Loss
338601,Lucknow,4,404,19446,45853,Medium
165508,Hyderabad,6,513,41988,14035,Loss
737917,Bhopal,10,699,21262,38930,Loss
322096,Kolkata,10,638,7724,5029,Loss
681911,Pune,9,769,45992,32295,Loss
741690,Visakhapatnam,7,242,45662,16464,Loss
429694,Visakhapatnam,2,344,31826,14252,Loss
982860,Jaipur,6,769,23352,15271,Medium
442938,Hyderabad,7,708,45599,24559,Loss
986710,Lucknow,5,415,29438,22232,Medium
511794,Hyderabad,7,257,44897,46769,Loss
157993,Chennai,9,481,38556,39088,Loss
788763,Indore,4,386,18596,37274,Medium
326458,Delhi,4,247,27200,37915,Loss
584979,Coimbatore,6,117,27105,7057,Loss
882996,Hyderabad,10,675,30426,6539,Loss
425827,Visakhapatnam,2,425,37694,29148,Medium
733043,Bangalore,3,130,27436,39577,Medium
666092,Chandigarh,9,72,6569,24807,Loss
993351,Indore,3,276,24674,8893,Medium
845604,Bhopal,1,468,44072,29434,Profitable
587866,Kolkata,4,413,23539,37219,Medium
700074,Coimbatore,4,807,5735,43255,Profitable
789161,Bhopal,3,242,18920,14682,Medium
863569,Delhi,10,997,36304,7603,Loss
445359,Delhi,2,980,23212,45084,Profitable
686459,Pune,2,240,48481,46945,Medium
599628,Bhopal,4,761,26952,41554,Profitable
807021,Hyderabad,5,81,7875,42363,Medium
258078,Visakhapatnam,1,995,7519,14448,Profitable
971201,Visakhapatnam,6,749,16849,37172,Profitable
578416,Kolkata,10,845,22675,42823,Loss
274027,Bhopal,7,965,37482,19506,Loss
748614,Chandigarh,1,863,27987,3372,Profitable
710356,Delhi,9,319,39895,22150,Loss
720527,Indore,3,60,20612,2644,Loss
652470,Coimbatore,9,788,40616,29092,Loss
421398,Visakhapatnam,6,511,30939,22220,Loss
856761,Delhi,6,304,41797,30532,Loss
108370,Mumbai,7,967,6200,46868,Loss
331896,Chandigarh,9,83,25549,5295,Loss
919103,Pune,3,744,6153,49006,Profitable
530484,Bangalore,10,469,36920,45490,Loss
689630,Delhi,2,441,18300,21938,Profitable
822417,Coimbatore,7,904,18467,39883,Profitable
165367,Jaipur,6,308,31653,20873,Loss
359103,Bangalore,1,408,39215,40699,Medium
768618,Visakhapatnam,4,623,24999,15139,Medium
121834,Bhopal,10,947,34813,30182,Loss
463358,Chennai,3,161,19148,41046,Loss
475929,Indore,3,699,25923,45466,Profitable
373305,Mumbai,5,215,40004,16252,Loss
246384,Bhopal,9,976,43899,46617,Loss
358079,Bhopal,10,767,5727,35658,Loss
439158,Coimbatore,3,261,49243,21110,Loss
998392,Pune,7,936,17974,46586,Profitable
534495,Bhopal,6,549,44546,48966,Loss
846697,Delhi,5,82,35831,39510,Loss
749884,Mumbai,5,910,26064,47240,Profitable
954970,Jaipur,6,103,16358,2266,Loss
105075,Indore,4,873,37513,37358,Medium
429039,Delhi,2,212,28855,36991,Medium
507790,Mumbai,5,680,24888,39520,Medium
362019,Bhopal,1,148,25840,42543,Medium
489252,Bhopal,7,246,13766,24371,Loss
106370,Coimbatore,1,630,17408,32212,Medium
183726,Hyderabad,10,426,38762,38508,Loss
230267,Visakhapatnam,1,482,35629,35901,Medium
859958,Bhopal,9,692,25219,39912,Loss
729495,Delhi,4,781,24818,33771,Profitable
157430,Bangalore,8,515,41342,36968,Loss
783968,Jaipur,6,942,41860,47841,Profitable
463598,Lucknow,9,985,7680,16027,Loss
983474,Mumbai,7,338,21435,9828,Loss
169420,Hyderabad,9,82,26645,28030,Loss
603739,Indore,4,77,32541,7990,Loss
706680,Pune,7,349,19868,46181,Loss
334306,Lucknow,5,727,19049,36124,Medium
837046,Ahmedabad,9,189,13610,38297,Loss
854872,Chandigarh,2,738,38086,36860,Profitable
999985,Ahmedabad,10,501,27505,28131,Loss
798197,Kolkata,2,972,37417,22123,Profitable
545393,Bhopal,8,706,38590,10051,Loss
932404,Pune,2,471,35772,24980,Profitable
642200,Bhopal,6,726,13467,44371,Medium
102482,Lucknow,2,592,37395,25814,Loss
604065,Bhopal,9,824,37429,25911,Loss
414115,Indore,9,304,19028,22637,Loss
296815,Bangalore,5,524,43917,30130,Loss
575842,Mumbai,9,389,17232,24647,Loss
621539,Jaipur,2,556,33534,21916,Profitable
146238,Jaipur,3,256,15637,32508,Loss
647352,Jaipur,8,471,12065,33391,Loss
278673,Visakhapatnam,3,391,29785,19106,Loss
925128,Kolkata,10,770,36901,13160,Loss
578359,Visakhapatnam,9,128,31209,16728,Loss
809528,Ahmedabad,10,308,24778,7893,Loss
563962,Lucknow,2,505,19075,8831,Medium
768679,Pune,8,91,6261,26434,Loss
599807,Ahmedabad,7,580,34750,38973,Loss
321470,Coimbatore,10,377,13122,19004,Loss
403453,Mumbai,5,84,42613,40351,Loss
263888,Ahmedabad,4,278,38552,49205,Loss
411088,Chandigarh,1,477,45776,43347,Profitable
109561,Lucknow,3,357,38696,37645,Loss
110405,Chandigarh,1,889,25666,36437,Profitable
462452,Delhi,8,374,45420,15073,Loss
560671,Indore,5,585,23428,40164,Medium
950858,Kolkata,9,103,30039,31910,Loss
751253,Lucknow,9,348,37923,9745,Loss
885321,Lucknow,1,612,34215,48292,Profitable
468779,Kolkata,6,613,6926,41957,Medium
407952,Pune,6,863,46709,45190,Medium
503916,Chandigarh,7,59,20293,20401,Loss
775770,Ahmedabad,5,629,20935,11697,Medium
705772,Bhopal,5,354,20607,7577,Loss
865711,Delhi,7,404,16157,22557,Loss
374862,Bangalore,9,536,32809,15881,Loss
875235,Kolkata,10,589,33776,24713,Loss
707707,Bhopal,10,485,24658,13117,Loss
260889,Chandigarh,1,549,35837,20558,Medium
849721,Ahmedabad,6,721,7346,36448,Profitable
751576,Mumbai,3,875,44394,7199,Profitable
460985,Pune,8,364,12175,22445,Loss
245028,Bhopal,3,227,8240,17098,Loss
513781,Lucknow,4,955,35872,2134,Medium
116680,Coimbatore,2,826,20651,6045,Medium
947315,Chandigarh,1,960,39331,38848,Profitable
921460,Lucknow,2,365,11406,47682,Profitable
464456,Ahmedabad,8,404,10722,7168,Loss
434621,Bangalore,3,188,16614,49298,Medium
952488,Coimbatore,8,547,29150,47464,Medium
350338,Mumbai,3,767,6034,32454,Profitable
542432,Mumbai,3,948,13501,24909,Profitable
543948,Jaipur,6,781,5566,29361,Medium
658230,Kolkata,7,142,38707,28727,Loss
613466,Jaipur,3,670,40874,6414,Medium
402553,Coimbatore,2,265,38437,40800,Medium
711571,Chennai,4,857,7031,39158,Profitable
394542,Coimbatore,5,476,10081,35446,Loss
292983,Jaipur,10,677,25969,16083,Loss
562597,Chandigarh,4,507,5778,16691,Medium
339609,Visakhapatnam,2,900,6884,18960,Profitable
642436,Delhi,10,393,36708,14754,Loss
192193,Chennai,7,945,35276,38803,Loss
725270,Visakhapatnam,2,66,27307,30845,Medium
713292,Chennai,2,906,12625,2081,Profitable
701335,Kolkata,7,945,35433,8305,Medium
665802,Delhi,4,56,38192,34741,Loss
227853,Pune,7,812,40706,9601,Loss
457156,Bangalore,3,686,24167,19245,Medium
719304,Chennai,5,752,29757,10220,Medium
547310,Jaipur,5,62,35036,40608,Loss
180028,Chandigarh,1,506,40461,3026,Loss
762509,Visakhapatnam,7,932,13768,32912,Profitable
959589,Visakhapatnam,5,152,35059,9368,Loss
517932,Hyderabad,2,746,47709,9984,Medium
350211,Coimbatore,5,326,31421,12397,Loss
363635,Mumbai,3,129,13882,18253,Loss
787598,Delhi,7,219,44731,10875,Loss
800624,Delhi,8,165,33438,22903,Loss
290789,Bangalore,8,409,31593,23990,Loss
302037,Coimbatore,9,59,32434,17854,Loss
260205,Coimbatore,9,74,24243,2513,Loss
726122,Delhi,1,51,41558,47219,Medium
987684,Kolkata,10,59,38215,2719,Loss
231429,Delhi,3,61,12957,13913,Loss
591193,Ahmedabad,10,782,27110,27400,Loss
668090,Bangalore,9,526,12825,21049,Loss
465765,Indore,8,679,16634,27082,Loss
212604,Lucknow,2,339,32987,15080,Loss
631218,Ahmedabad,7,548,6521,44698,Medium
137485,Ahmedabad,6,799,27597,25853,Loss
199704,Kolkata,1,865,34597,38693,Profitable
273939,Lucknow,7,224,7649,2345,Loss
470990,Visakhapatnam,1,356,21985,20264,Medium
920149,Hyderabad,3,192,22789,4479,Medium
734293,Chandigarh,5,777,22034,49901,Profitable
282312,Hyderabad,1,753,15904,12510,Profitable
308112,Bhopal,10,199,26368,7736,Loss
571969,Indore,8,517,25512,10517,Loss
313443,Visakhapatnam,4,256,7393,44161,Loss
862990,Indore,1,557,27483,14951,Profitable
800454,Jaipur,1,931,9895,39111,Profitable
611136,Delhi,9,340,6679,13415,Loss
332645,Pune,9,643,29371,46564,Loss
410803,Lucknow,5,647,24845,13086,Loss
825374,Jaipur,4,946,33127,17051,Profitable
122338,Jaipur,4,177,40420,9765,Loss
579458,Coimbatore,7,628,20630,30166,Loss
838731,Bhopal,8,709,38471,24926,Loss
108611,Bhopal,6,923,24213,14932,Loss
338597,Delhi,6,201,27619,21172,Loss
535740,Coimbatore,6,841,27781,47877,Medium
937261,Pune,6,371,33162,18751,Loss
345801,Visakhapatnam,7,253,43128,35170,Loss
558655,Coimbatore,7,260,31984,43540,Loss
291111,Jaipur,5,248,18743,29038,Loss
803529,Hyderabad,4,898,11482,22796,Profitable
130364,Chandigarh,4,491,9014,32046,Loss
416438,Lucknow,10,438,26816,34058,Loss
910015,Bhopal,6,881,9731,22868,Profitable
987393,Coimbatore,10,70,36469,5387,Loss
884498,Chennai,9,159,49807,11985,Loss
993018,Delhi,2,914,26111,36031,Profitable
813679,Bangalore,6,855,10643,35670,Profitable
296131,Mumbai,2,905,34222,34734,Profitable
939489,Hyderabad,2,671,49439,38122,Profitable
705120,Coimbatore,10,777,33841,3565,Loss
710514,Lucknow,10,57,28641,42887,Loss
854351,Chennai,1,252,5883,31053,Profitable
258472,Visakhapatnam,7,854,47393,18309,Loss
883321,Mumbai,2,408,21597,21514,Profitable
985548,Ahmedabad,5,446,28383,8243,Medium
352108,Ahmedabad,1,663,35899,7179,Medium
957437,Bangalore,2,519,35532,25530,Profitable
295876,Mumbai,6,837,5342,30131,Medium
822344,Bhopal,3,197,30491,41717,Medium
714361,Hyderabad,6,160,39279,5255,Loss
971303,Delhi,9,144,30232,46428,Loss
157092,Coimbatore,2,147,47719,13661,Loss
490024,Hyderabad,7,907,13227,37750,Medium
683997,Chennai,9,163,42282,49033,Loss
425490,Ahmedabad,9,502,16196,33260,Loss
348225,Lucknow,7,275,14598,47667,Loss
872560,Lucknow,1,308,33048,9945,Profitable
830069,Coimbatore,9,602,41707,41643,Loss
237455,Delhi,2,506,40412,22669,Loss
933442,Mumbai,5,174,9043,18629,Loss
747378,Jaipur,8,609,9576,25161,Loss
699150,Hyderabad,9,433,10135,31981,Loss
224577,Coimbatore,4,428,48559,48255,Loss
596225,Coimbatore,3,890,12363,36565,Profitable
492886,Hyderabad,6,369,9922,47460,Loss
548058,Chennai,1,148,49903,6264,Loss
681113,Chennai,1,500,14287,3864,Profitable
283441,Hyderabad,2,903,11393,40464,Profitable
493695,Pune,7,67,35166,42586,Loss
964996,Jaipur,5,964,22292,2207,Profitable
862995,Kolkata,9,769,23017,31572,Loss
559353,Chandigarh,9,126,33442,5738,Loss
306685,Kolkata,7,466,9431,24545,Loss
169469,Ahmedabad,2,78,28522,8061,Loss
809759,Pune,4,86,16259,34294,Medium
417285,Kolkata,9,123,7157,30966,Loss
362295,Visakhapatnam,6,720,39180,49698,Loss
973537,Pune,5,492,22990,17849,Medium
901613,Chennai,5,343,26904,21044,Medium
663244,Lucknow,5,330,40014,30171,Loss
296061,Hyderabad,8,275,11963,8925,Loss
841105,Hyderabad,9,176,6399,40089,Loss
522011,Hyderabad,1,755,47298,25061,Profitable
357652,Chennai,6,678,33074,12243,Loss
187386,Lucknow,7,480,16574,26032,Loss
448238,Ahmedabad,10,678,24035,36960,Loss
128129,Coimbatore,6,938,17974,43062,Medium
151863,Chennai,7,889,23067,14845,Loss
963759,Delhi,10,431,40840,44306,Loss
439248,Indore,6,947,11459,47713,Profitable
279666,Jaipur,7,447,28782,22047,Loss
644970,Visakhapatnam,9,780,48127,24765,Loss
483221,Coimbatore,2,221,15421,41056,Medium
506990,Kolkata,5,565,15105,30477,Medium
563482,Jaipur,9,391,17587,2156,Loss
642940,Bangalore,6,713,22363,4809,Loss
635194,Coimbatore,9,298,13528,6741,Loss
965021,Lucknow,5,450,7339,30328,Profitable
102696,Jaipur,10,398,11083,23346,Loss
913444,Coimbatore,10,534,37768,46737,Loss
734832,Hyderabad,2,332,19005,43223,Profitable
763755,Mumbai,10,761,5501,20462,Loss
922240,Mumbai,5,581,38941,47219,Profitable
567981,Visakhapatnam,4,175,41237,35196,Loss
303933,Bhopal,5,959,28202,44035,Medium
702244,Coimbatore,2,209,8808,28999,Medium
384029,Jaipur,7,660,12984,15093,Loss
548937,Indore,9,931,12279,43570,Medium
402825,Bangalore,3,799,21961,26772,Profitable
478825,Bhopal,2,707,34243,5809,Medium
396999,Bangalore,4,980,44879,43951,Profitable
515336,Coimbatore,9,422,16549,42525,Loss
637217,Chandigarh,3,560,46662,39860,Profitable
288197,Delhi,2,58,32122,38546,Loss
946949,Visakhapatnam,5,450,13990,9449,Medium
